Thank you to our sister country Korea for caring and showing interest in our football.
Fener döner dünyayi yenerrrr🧿💙💛💙💛💙💛💙💛💙💛
Korea 💙💛 fenerbahce
7:03 에 갈라타라사이 선수가 김민재 잡고 들어가는데 오히려 좋아ㅋㅋㅋㅋㅋㅋ
진짜 관중 병신샜기들 ㅈㄴ 쳐던지고있네 ㅋㅋㅋㅋ
FENERBHÇE
love Korea from France and Fan of Fenerbahçe 💛💙
페네르바체 오른쪽 풀백 교체해야겠네.... 자동문이고 ㅋㅋ
터키 축구 재밌네    시간가는줄 몰랐다
Kim min jaeee 🔥🔥🔥🔥
김민재를 주장시켜라 ㅋㅋ ㅋ
💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿
내가 촉이 좋은 편인거 같은대 생각하기에는 epl급이다 그것도 수준높은 수비수 로 . Top급까지는 모르겠고.  토트넘은 영입해라.. 절대 돈아까울듯.
뽜이야
와~ 개새끼들~ 라이타 존 나 떤 지네. ㅋㅋ ^^
진짜 미쳤네..경기도 미쳤고 관중도 미쳤고 김민재도 미쳤네 저 상대팀 관중들은 다른 의미로 미친듯
죄송한데 운영자님. 이 영상 김민재 하이라이트 영상인데. 제목을 잘못 쓰신 거 같아요.. . 왜 모든 장면에 김민재가 들어가 있는 거죠?. 진짜 ㄷㄷㄷ이네요
Love korea
해설 왜케 듣기싫냐
김민재댐에 페네르바체보는데 외질 개잘한다 역시 레알전설 독일국대 원탑인가 ㅋㅋㅋㅋㅋ
해설 목소리 진짜 듣기싫네
전쟁터네 전쟁터약ㅋㅋㅋ김민재는 잘하네역시
해설위원 정말 시끄러워요.
💙💛💙💛 Tiger of Korea 💙💛💙💛
제발 선수들 팬을 존경하는만큼 팬들도 각팀 선수들 존중해줫으면 좋겟다.. 물론 이기고지고 다 다른 의미가 잇겟지만 그로인해 선수들 다치거나 출전못하면 그 긴장감.. 재미.. 감동.. 기쁨 .. 희열이 없을꺼다..제발 프로축구에서 팬들도 프로엿으면 좋겟다... 한 축팬으로써 바램이다..
근데 경기보니깐 터키리그는 팬들 인성이 너무 쓰레기다
10:51 우리민재 관중이 던진 맥주에 맞는장면 ㅜ.ㅜ
캐스터 김수빈임???
관중 수준 실화냐??. 저나라 갈만한데는 아닌가보다…
